benchmark,case_unit_id,status,hard_failures,review_signals,stronger_condition_count,checklist_sha256
deep_swe_v1_1,updo-policy-alerting,pass,,,1,83183614d3bd4774629e93313d2b60cc7bc25fa184e6b38e5d4a7ca09643b4e2
deep_swe_v1_1,valibot-recursive-schema-composition,pass,,,1,4476cfdc0c64a11cebb7476c43b24ae5e8f32b68bb995b151991501f3cbbd695
terminal_bench_2_1,video-processing,pass,,,1,7fd404714aeefc81f95f79470eab19a5085fb8e81eb47a93c7295a6b44a9f027
deep_swe_v1_1,vitest-duration-sharding,pass,,,1,e1c6b14ae484d5b7901f5dc1e16be00ecfc96cf1439f7ad8832cb7fff9fe636c
terminal_bench_2_1,vulnerable-secret,pass,,,1,f9f72942ca04e10d240d7a2a7f396cea5ed0b4beac404cf7d6307f9cb4858ccf
deep_swe_v1_1,vulture-persistent-analysis-cache,pass,,,1,eeff40f72c91713e9286444f1d140990def6b5aa672cb0cc7ed62b4d0b1d5857
deep_swe_v1_1,wasmi-trap-coredumps,pass,,,1,76b308a2e78e13e82725dd148d7682077437c8ebf40f16f33e51734665f40a06
deep_swe_v1_1,wazero-multi-module-snapshots,pass,,,1,a7b9b3600b6f524703f2a9e955cd861084b909a967aacd9a598a3ad1b0e88eb4
terminal_bench_2_1,winning-avg-corewars,pass,,,0,cdab35a340ebd63a5e1997ff05a23f4ca30a4de1cd24349e359cd148c5e92a49
terminal_bench_2_1,write-compressor,pass,,,0,49ea762f7c6bf0a376981f68fbdfc098b03ef4c811dea88e8ca7eadad88e5da8
deep_swe_v1_1,yaegi-go-embed-directives,pass,,,1,891fc7486498667fac5e8b7d0cf7dfc06271733d2c6d265142192728d00606a4
deep_swe_v1_1,yjs-map-conflict-detection,pass,,,1,0e676275281c5f3fcbeab4ca5c166623e6789c8bbfbe547e90b2c8f417e07b7d
deep_swe_v1_1,ytt-jsonpath-query-api,pass,,,1,e787b6d18637f7fff0dcf8839d7fcb3d79692a5c0bb96c9f83676dd1198bb1d7
